Worker ID,Problem,Age,Gender,Strong hand,Education,Answer,Confidence,Psolve,1 second,1000 seconds,1 minute,1000 minutes,1 hour,1000 hours,2000 hours,1000000 hours,Infinity,There is no way to know without additional information,Class,group_number
A10ZC6OYXCN1DT,CR_Conf,44,Male,Right,Graduate Degree,1 hour,9,61-70%,11-20%,21-30%,11-20%,21-30%,21-30%,61-70%,41-50%,41-50%,41-50%,11-20%,Solver,23
A117NSQB727D1H,CR_Conf,62,Female,Right,High School/GED,1 hour,4,31-40%,0-10%,0-10%,0-10%,0-10%,21-30%,0-10%,0-10%,0-10%,21-30%,21-30%,Solver,23
A11BLQKVW1951L,CR_Conf,33,Female,Right,College,1 hour,9,61-70%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,91-100%,0-10%,Solver,23
A11DLGQTOOSIWR,CR_Conf,63,Male,Right,Graduate Degree,1 hour,8,41-50%,0-10%,0-10%,0-10%,11-20%,51-60%,11-20%,0-10%,0-10%,0-10%,0-10%,Solver,23
A12ABRH7TAD6ZJ,CR_Conf,48,Male,Right,Graduate Degree,1000 minutes,7,41-50%,0-10%,0-10%,61-70%,71-80%,41-50%,41-50%,61-70%,61-70%,51-60%,51-60%,Non-Solver,23
A12HWPFXQPITHD,CR_Conf,28,Male,Right,College,There is no way to know without additional information,7,71-80%,0-10%,11-20%,11-20%,21-30%,11-20%,41-50%,51-60%,31-40%,71-80%,81-90%,Non-Solver,23
A12IHTKQFQIPD1,CR_Conf,35,Male,Right,High School/GED,1 minute,5,21-30%,11-20%,11-20%,11-20%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,23
A12MVC9R26VPZ4,CR_Conf,28,Male,Right,Graduate Degree,1000 seconds,5,11-20%,11-20%,31-40%,51-60%,51-60%,61-70%,51-60%,61-70%,51-60%,61-70%,61-70%,Non-Solver,23
A12OZ7P7Z41SJI,CR_Conf,56,Male,Right,College,2000 hours,6,21-30%,0-10%,0-10%,0-10%,11-20%,21-30%,31-40%,51-60%,31-40%,51-60%,51-60%,Non-Solver,23
A12QBCR0PBFKTI,CR_Conf,25,Male,Right,Graduate Degree,1 minute,9,21-30%,71-80%,61-70%,71-80%,61-70%,81-90%,61-70%,71-80%,61-70%,61-70%,71-80%,Non-Solver,23
A12ROA2Z37KYJ9,CR_Conf,35,Female,Right,Graduate Degree,There is no way to know without additional information,10,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,61-70%,0-10%,0-10%,21-30%,Non-Solver,23
A12VXVR5FPANU0,CR_Conf,25,Male,Right,Graduate Degree,1000000 hours,8,51-60%,0-10%,0-10%,31-40%,61-70%,31-40%,41-50%,21-30%,51-60%,0-10%,11-20%,Non-Solver,23
A133DIQVVZRVPO,CR_Conf,29,Male,Right,Graduate Degree,1000000 hours,6,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,31-40%,31-40%,21-30%,Non-Solver,23
A133QG754CGS3I,CR_Conf,39,Male,Left,College,1000 hours,7,11-20%,0-10%,0-10%,0-10%,41-50%,41-50%,61-70%,61-70%,41-50%,41-50%,0-10%,Non-Solver,23
A13697DQL6XG9D,CR_Conf,19,Female,Right,High School/GED,There is no way to know without additional information,8,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,31-40%,21-30%,Non-Solver,23
A13FUEPWBCLBUY,CR_Conf,35,Male,Right,Graduate Degree,There is no way to know without additional information,8,11-20%,0-10%,0-10%,0-10%,21-30%,41-50%,61-70%,31-40%,0-10%,11-20%,11-20%,Non-Solver,23
A13GUTDMGGZZDL,CR_Conf,32,Male,Right,College,1000 hours,3,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,21-30%,11-20%,11-20%,Non-Solver,23
A13OHDWN9XSCIG,CR_Conf,43,Female,Right,College,Infinity,8,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,0-10%,11-20%,0-10%,Non-Solver,23
A13USF28TRFLKR,CR_Conf,32,Male,Right,Graduate Degree,Infinity,7,11-20%,0-10%,11-20%,0-10%,11-20%,21-30%,0-10%,0-10%,0-10%,21-30%,21-30%,Non-Solver,23
A13ZQUB0RP52KP,CR_Conf,23,Male,Right,Graduate Degree,1 hour,8,41-50%,0-10%,0-10%,0-10%,0-10%,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver,23
A141N2XGQXKPME,CR_Conf,39,Male,Right,College,There is no way to know without additional information,7,11-20%,21-30%,31-40%,41-50%,31-40%,51-60%,21-30%,61-70%,31-40%,0-10%,0-10%,Non-Solver,24
A142YXBC1LK7HP,CR_Conf,38,Female,Right,High School/GED,Infinity,2,0-10%,31-40%,21-30%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,41-50%,61-70%,Non-Solver,24
A143XRCI1YXAFE,CR_Conf,26,Male,Right,College,There is no way to know without additional information,10,21-30%,0-10%,0-10%,11-20%,21-30%,11-20%,11-20%,11-20%,11-20%,11-20%,21-30%,Non-Solver,24
A147F5PJTHOB8A,CR_Conf,42,Male,Right,High School/GED,1000 hours,4,11-20%,0-10%,0-10%,21-30%,11-20%,31-40%,31-40%,21-30%,11-20%,51-60%,31-40%,Non-Solver,24
A14ADQ7RUN6TDY,CR_Conf,70,Male,Right,College,Infinity,9,21-30%,0-10%,0-10%,21-30%,31-40%,31-40%,0-10%,0-10%,0-10%,31-40%,31-40%,Non-Solver,24
A14F0CMEHST22B,CR_Conf,36,Female,Right,College,There is no way to know without additional information,8,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,91-100%,Non-Solver,24
AQ63WUIFI2C6F,CR_Conf,27,Male,Right,Graduate Degree,2000 hours,9,41-50%,41-50%,31-40%,41-50%,11-20%,31-40%,51-60%,41-50%,31-40%,21-30%,41-50%,Non-Solver,24
AQOXSP4W3ITSW,CR_Conf,50,Male,Right,College,Infinity,9,51-60%,0-10%,0-10%,0-10%,11-20%,0-10%,31-40%,31-40%,41-50%,61-70%,11-20%,Non-Solver,24
AR0PIL5RKRI12,CR_Conf,25,Female,Right,College,1 minute,8,51-60%,71-80%,61-70%,41-50%,31-40%,51-60%,61-70%,71-80%,41-50%,81-90%,41-50%,Non-Solver,24
AZ57C58RDAMJF,CR_Conf,56,Female,Right,College,1 hour,3,21-30%,0-10%,0-10%,0-10%,11-20%,21-30%,41-50%,41-50%,31-40%,31-40%,11-20%,Solver,24
AZ62O8KDF3EYR,CR_Conf,30,Male,Right,College,1 hour,6,51-60%,0-10%,0-10%,11-20%,51-60%,71-80%,31-40%,31-40%,11-20%,41-50%,21-30%,Solver,24
AZ69TBTDH7AZS,CR_Conf,26,Male,Both hands are equally strong,College,1000 hours,5,11-20%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,Non-Solver,24
A14XECI3XLI39H,CR_Conf,30,Male,Right,Graduate Degree,1 hour,5,21-30%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,0-10%,0-10%,11-20%,0-10%,Solver,24
A15340BRCER2UO,CR_Conf,39,Male,Right,Graduate Degree,1 minute,3,0-10%,11-20%,21-30%,11-20%,11-20%,21-30%,21-30%,21-30%,21-30%,21-30%,21-30%,Non-Solver,24
A155JNJQ69WMDI,CR_Conf,44,Male,Right,College,1000 hours,3,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,31-40%,11-20%,0-10%,0-10%,41-50%,Non-Solver,24
A15781PHGW377Y,CR_Conf,63,Male,Right,High School/GED,Infinity,9,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,31-40%,11-20%,Non-Solver,24
A15F2JTVAJXITI,CR_Conf,40,Female,Right,Graduate Degree,1000 hours,1,0-10%,0-10%,11-20%,21-30%,21-30%,21-30%,21-30%,0-10%,0-10%,0-10%,0-10%,Non-Solver,24
A15H0ZSFQPZWAV,CR_Conf,32,Female,Left,Graduate Degree,1000 hours,5,51-60%,21-30%,31-40%,41-50%,51-60%,61-70%,71-80%,61-70%,51-60%,31-40%,21-30%,Non-Solver,24
A15H0ZSFQPZWAV,CR_Conf,27,Female,Left,Graduate Degree,1000 hours,5,41-50%,0-10%,0-10%,31-40%,41-50%,51-60%,61-70%,51-60%,41-50%,21-30%,41-50%,Non-Solver,24
A15X0MSBZ74TFT,CR_Conf,49,Female,Right,High School/GED,1 hour,1,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,Solver,24
A1601UNFFAAQOI,CR_Conf,33,Female,Right,College,Infinity,2,11-20%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,11-20%,0-10%,11-20%,11-20%,Non-Solver,24
A160X70DIV96VM,CR_Conf,56,Female,Right,High School/GED,There is no way to know without additional information,7,21-30%,0-10%,0-10%,0-10%,21-30%,21-30%,11-20%,0-10%,0-10%,21-30%,41-50%,Non-Solver,24
A161AJDHLJVCLZ,CR_Conf,31,Female,Right,Graduate Degree,1000 hours,5,31-40%,11-20%,11-20%,11-20%,31-40%,41-50%,51-60%,31-40%,11-20%,11-20%,11-20%,Non-Solver,24
A163L8D1BG5UIT,CR_Conf,26,Female,Right,Graduate Degree,1 hour,3,11-20%,0-10%,11-20%,21-30%,31-40%,41-50%,51-60%,61-70%,0-10%,0-10%,0-10%,Solver,24
A165C3ME31OA81,CR_Conf,68,Female,Right,High School/GED,Infinity,8,11-20%,0-10%,21-30%,11-20%,31-40%,11-20%,41-50%,0-10%,0-10%,11-20%,11-20%,Non-Solver,24
A167SYXGXFU7C8,CR_Conf,63,Female,Right,College,Infinity,7,21-30%,0-10%,11-20%,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,24
A16HSMUJ7C7QA7,CR_Conf,64,Female,Both hands are equally strong,High School/GED,Infinity,1,31-40%,0-10%,0-10%,0-10%,11-20%,0-10%,11-20%,21-30%,0-10%,11-20%,21-30%,Non-Solver,24
A16PLYF8XISLFX,CR_Conf,31,Female,Right,High School/GED,1000000 hours,6,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,51-60%,11-20%,11-20%,Non-Solver,24
A16QTKULP8HQ6G,CR_Conf,34,Male,Right,College,Infinity,10,61-70%,0-10%,0-10%,41-50%,11-20%,0-10%,0-10%,0-10%,0-10%,31-40%,0-10%,Non-Solver,24
A16ZYJOZVLCJEP,CR_Conf,40,Male,Right,Graduate Degree,1 hour,8,41-50%,0-10%,0-10%,0-10%,21-30%,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver,24
A170TMW2VVJS7U,CR_Conf,29,Male,Left,Graduate Degree,1000 hours,3,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,0-10%,0-10%,0-10%,11-20%,Non-Solver,25
A174UGURZYYCWC,CR_Conf,30,Female,Right,College,1 hour,8,71-80%,0-10%,0-10%,0-10%,11-20%,71-80%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver,25
A175PJR0W3LO8I,CR_Conf,36,Male,Right,College,There is no way to know without additional information,4,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,0-10%,21-30%,21-30%,Non-Solver,25
A17OSPGV41FZ7P,CR_Conf,33,Female,Right,Less than High School,1000 hours,7,21-30%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,91-100%,Non-Solver,25
A17SWXSZOWCC3M,CR_Conf,33,Female,Right,College,1 hour,3,21-30%,0-10%,0-10%,51-60%,41-50%,41-50%,31-40%,21-30%,21-30%,21-30%,11-20%,Solver,25
A17U82YPDOT3CW,CR_Conf,48,Male,Right,Graduate Degree,1 minute,5,41-50%,0-10%,21-30%,31-40%,21-30%,31-40%,31-40%,31-40%,11-20%,0-10%,21-30%,Non-Solver,25
A188SHJZPHE8BA,CR_Conf,32,Male,Right,College,1 hour,1,11-20%,0-10%,0-10%,0-10%,0-10%,21-30%,0-10%,0-10%,0-10%,31-40%,21-30%,Solver,25
A18E16UFE351U6,CR_Conf,35,Female,Right,High School/GED,1000 hours,7,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,41-50%,11-20%,0-10%,0-10%,0-10%,Non-Solver,25
A18R0CMHYTNXD,CR_Conf,32,Male,Right,Graduate Degree,1 hour,9,21-30%,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,0-10%,11-20%,31-40%,31-40%,Solver,25
AR1IWBDA7MC86,CR_Conf,32,Male,Right,College,There is no way to know without additional information,1,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,21-30%,Non-Solver,25
ARG392N6HWZCJ,CR_Conf,25,Male,Right,College,1000 minutes,8,51-60%,41-50%,41-50%,31-40%,21-30%,31-40%,31-40%,51-60%,21-30%,41-50%,41-50%,Non-Solver,25
ARHBT4K14I7U,CR_Conf,50,Female,Left,High School/GED,Infinity,3,11-20%,0-10%,0-10%,0-10%,31-40%,41-50%,0-10%,0-10%,0-10%,71-80%,61-70%,Non-Solver,25
A191V7PT3DQKDP,CR_Conf,34,Male,Right,College,There is no way to know without additional information,9,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,31-40%,21-30%,Non-Solver,25
A192MH226Q1NT4,CR_Conf,24,Female,Right,College,Infinity,1,11-20%,0-10%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,31-40%,31-40%,Non-Solver,25
A194UMZESQE6BS,CR_Conf,30,Male,Right,Graduate Degree,1 hour,7,41-50%,0-10%,21-30%,0-10%,31-40%,51-60%,41-50%,21-30%,31-40%,0-10%,61-70%,Solver,25
AZ860Z1ABU6NS,CR_Conf,38,Female,Right,Graduate Degree,There is no way to know without additional information,7,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,11-20%,51-60%,Non-Solver,25
AZCGSVDT79E6X,CR_Conf,25,Male,Right,Less than High School,1 hour,2,11-20%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,11-20%,0-10%,11-20%,21-30%,Solver,25
AZEGZ5ZVM6P5A,CR_Conf,32,Female,Right,College,1000 seconds,8,31-40%,0-10%,51-60%,31-40%,61-70%,0-10%,11-20%,11-20%,0-10%,21-30%,11-20%,Non-Solver,25
A198MSVO1VTAT5,CR_Conf,60,Female,Right,College,Infinity,10,81-90%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,81-90%,81-90%,Non-Solver,25
A19OCD2Q0K2U6M,CR_Conf,55,Male,Left,High School/GED,There is no way to know without additional information,10,91-100%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,81-90%,Non-Solver,25
A19S8APZYIU1AC,CR_Conf,40,Male,Right,Graduate Degree,1 minute,10,11-20%,71-80%,61-70%,81-90%,71-80%,61-70%,51-60%,61-70%,71-80%,81-90%,71-80%,Non-Solver,25
A19WFIR31Z74EN,CR_Conf,38,Male,Right,College,Infinity,2,0-10%,0-10%,0-10%,0-10%,21-30%,31-40%,41-50%,51-60%,61-70%,61-70%,21-30%,Non-Solver,25
A1A1ZXUVSV4YR8,CR_Conf,30,Female,Right,Graduate Degree,1 hour,3,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,0-10%,0-10%,0-10%,Solver,25
A1A46CKE3F5JAJ,CR_Conf,25,Female,Right,College,1 hour,4,11-20%,0-10%,0-10%,0-10%,21-30%,41-50%,21-30%,11-20%,11-20%,21-30%,41-50%,Solver,25
A1AF25FCVKC87X,CR_Conf,34,Male,Right,College,1000 hours,6,31-40%,0-10%,0-10%,0-10%,21-30%,31-40%,41-50%,21-30%,0-10%,21-30%,41-50%,Non-Solver,25
A1AF48IBEYPQWI,CR_Conf,33,Male,Right,College,1000 hours,6,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,0-10%,0-10%,11-20%,11-20%,Non-Solver,25
A1AHYAWHM0ML7H,CR_Conf,31,Female,Right,College,There is no way to know without additional information,7,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,11-20%,11-20%,11-20%,11-20%,0-10%,Non-Solver,25
A1AMJEHHQHPF1H,CR_Conf,33,Male,Right,College,There is no way to know without additional information,1,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,31-40%,21-30%,21-30%,0-10%,0-10%,Non-Solver,25
A1AWQVXK72J2N2,CR_Conf,21,Male,Right,Graduate Degree,1000 minutes,9,31-40%,91-100%,81-90%,91-100%,81-90%,91-100%,81-90%,91-100%,81-90%,91-100%,81-90%,Non-Solver,25
A1AYEE7ZPR16L,CR_Conf,33,Male,Right,Graduate Degree,Infinity,9,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,25
A1AYFPD1RFW8P5,CR_Conf,66,Female,Right,Graduate Degree,There is no way to know without additional information,10,51-60%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,11-20%,41-50%,Non-Solver,26
A1AYM6ORRTWOAF,CR_Conf,50,Male,Right,College,1000 minutes,10,81-90%,81-90%,71-80%,81-90%,71-80%,81-90%,71-80%,81-90%,81-90%,61-70%,91-100%,Non-Solver,26
A1AZTE5W2MF1TU,CR_Conf,70,Female,Right,High School/GED,There is no way to know without additional information,10,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,31-40%,41-50%,31-40%,71-80%,81-90%,Non-Solver,26
A1B5PTOTIGVHRS,CR_Conf,46,Female,Right,College,Infinity,5,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,31-40%,31-40%,Non-Solver,26
A1B9H14AV44C0G,CR_Conf,46,Female,Right,College,There is no way to know without additional information,1,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,26
A1BA5ZBERA3RWI,CR_Conf,29,Female,Right,College,Infinity,9,0-10%,31-40%,11-20%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver,26
A1BVG13MHBM1YD,CR_Conf,40,Female,Left,High School/GED,1 hour,3,11-20%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver,26
A1BZNPQ0H7ZSER,CR_Conf,36,Male,Right,Graduate Degree,Infinity,7,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,21-30%,11-20%,21-30%,11-20%,11-20%,Non-Solver,26
A1C1YCP428CQ7E,CR_Conf,29,Male,Right,High School/GED,There is no way to know without additional information,6,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,31-40%,51-60%,11-20%,Non-Solver,26
A1C59M3HPCO503,CR_Conf,24,Female,Right,High School/GED,2000 hours,3,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,11-20%,11-20%,11-20%,Non-Solver,26
A1C7XI68SED8JE,CR_Conf,36,Female,Left,College,Infinity,4,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,21-30%,31-40%,21-30%,21-30%,Non-Solver,26
A1CKP36D1MKIYW,CR_Conf,41,Male,Right,Graduate Degree,Infinity,8,11-20%,0-10%,0-10%,0-10%,31-40%,0-10%,41-50%,51-60%,71-80%,21-30%,0-10%,Non-Solver,26
ARLGZWN6W91WD,CR_Conf,31,Female,Right,College,There is no way to know without additional information,1,0-10%,0-10%,11-20%,11-20%,21-30%,21-30%,31-40%,31-40%,31-40%,11-20%,11-20%,Non-Solver,26
ARM2CBQGJCQ5Z,CR_Conf,37,Female,Right,College,1 hour,5,11-20%,0-10%,0-10%,11-20%,0-10%,21-30%,11-20%,11-20%,11-20%,0-10%,11-20%,Solver,26
ARR5S0BHQWBGZ,CR_Conf,29,Male,Right,High School/GED,There is no way to know without additional information,6,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,11-20%,11-20%,Non-Solver,26
A1CSH3P1MSSFWL,CR_Conf,38,Female,Right,Graduate Degree,1000 minutes,9,31-40%,0-10%,0-10%,71-80%,81-90%,71-80%,81-90%,71-80%,71-80%,71-80%,81-90%,Non-Solver,26
A1CSHXVJJ8BPHH,CR_Conf,26,Male,Right,College,1000 seconds,6,61-70%,31-40%,41-50%,51-60%,41-50%,31-40%,61-70%,41-50%,41-50%,71-80%,81-90%,Non-Solver,26
A1CUK9RG3RW1DY,CR_Conf,51,Female,Right,High School/GED,There is no way to know without additional information,4,71-80%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,61-70%,Non-Solver,26
A1DBE2OL84TBKB,CR_Conf,26,Male,Right,College,2000 hours,7,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,21-30%,11-20%,11-20%,Non-Solver,26
A1DDBGQDMZZ1VW,CR_Conf,55,Male,Right,College,1 hour,6,21-30%,0-10%,0-10%,0-10%,31-40%,41-50%,11-20%,0-10%,0-10%,0-10%,11-20%,Solver,26
A1DEWY831Z47BK,CR_Conf,24,Male,Left,College,1 hour,6,21-30%,0-10%,0-10%,11-20%,11-20%,31-40%,31-40%,0-10%,0-10%,0-10%,0-10%,Solver,26
AZIAQJWXTSFUX,CR_Conf,41,Male,Right,College,2000 hours,1,11-20%,11-20%,11-20%,11-20%,11-20%,21-30%,51-60%,21-30%,21-30%,41-50%,21-30%,Non-Solver,26
AZJS4O3334NAB,CR_Conf,40,Female,Right,College,1 hour,8,31-40%,0-10%,0-10%,0-10%,0-10%,31-40%,0-10%,0-10%,0-10%,41-50%,21-30%,Solver,26
AZJVAP536DY13,CR_Conf,34,Male,Right,College,There is no way to know without additional information,9,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,41-50%,81-90%,Non-Solver,26
A1DJWLP389N1S4,CR_Conf,33,Male,Right,Graduate Degree,Infinity,10,31-40%,0-10%,0-10%,0-10%,21-30%,61-70%,61-70%,71-80%,71-80%,81-90%,81-90%,Non-Solver,26
A1DMXEJGJY02E1,CR_Conf,30,Female,Right,College,1 hour,3,11-20%,0-10%,0-10%,0-10%,11-20%,31-40%,11-20%,0-10%,0-10%,21-30%,31-40%,Solver,26
A1DNJ17PE2RYJZ,CR_Conf,66,Male,Right,Graduate Degree,2000 hours,6,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,41-50%,0-10%,0-10%,11-20%,Non-Solver,26
A1DOO1F46UBLYT,CR_Conf,35,Female,Right,High School/GED,There is no way to know without additional information,3,11-20%,11-20%,31-40%,21-30%,21-30%,21-30%,11-20%,21-30%,41-50%,61-70%,51-60%,Non-Solver,26
A1DS5O8MSI3ZH0,CR_Conf,42,Male,Right,College,1000 minutes,2,11-20%,0-10%,11-20%,11-20%,31-40%,11-20%,21-30%,11-20%,0-10%,0-10%,21-30%,Non-Solver,26
A1DUH3RLI00YQM,CR_Conf,74,Male,Right,College,Infinity,6,11-20%,0-10%,11-20%,0-10%,21-30%,31-40%,0-10%,0-10%,0-10%,51-60%,41-50%,Non-Solver,26
A1FN0TLGQJOR3O,CR_Conf,58,Male,Right,Graduate Degree,1 hour,7,51-60%,0-10%,11-20%,11-20%,0-10%,51-60%,0-10%,0-10%,0-10%,0-10%,21-30%,Solver,27
A1FQGRDHTO68SY,CR_Conf,24,Female,Both hands are equally strong,Graduate Degree,1 hour,9,81-90%,11-20%,11-20%,0-10%,0-10%,81-90%,0-10%,21-30%,11-20%,0-10%,0-10%,Solver,27
A1FWP2MESHFZQG,CR_Conf,27,Female,Both hands are equally strong,Graduate Degree,1000 minutes,5,21-30%,0-10%,51-60%,61-70%,21-30%,41-50%,51-60%,61-70%,31-40%,41-50%,31-40%,Non-Solver,27
A1FY68KJTDNXFS,CR_Conf,29,Male,Both hands are equally strong,Graduate Degree,1 hour,8,71-80%,0-10%,0-10%,61-70%,71-80%,61-70%,51-60%,51-60%,31-40%,11-20%,0-10%,Solver,27
A1FYMTQ3YSEOQ9,CR_Conf,28,Male,Right,College,2000 hours,3,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,31-40%,41-50%,Non-Solver,27
A1G187YBG0DVMQ,CR_Conf,27,Male,Right,College,Infinity,7,31-40%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,31-40%,0-10%,Non-Solver,27
A1G5UODTVW13MM,CR_Conf,40,Male,Right,High School/GED,There is no way to know without additional information,8,51-60%,0-10%,0-10%,0-10%,21-30%,0-10%,21-30%,21-30%,11-20%,0-10%,31-40%,Non-Solver,27
A1GD7ISOXO1XFZ,CR_Conf,64,Male,Right,Graduate Degree,There is no way to know without additional information,4,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,41-50%,21-30%,11-20%,0-10%,61-70%,Non-Solver,27
A1GKD3NG1NNHRP,CR_Conf,59,Female,Left,College,Infinity,1,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,Non-Solver,27
AZMC727QDIUW7,CR_Conf,51,Female,Right,Graduate Degree,There is no way to know without additional information,3,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,0-10%,0-10%,61-70%,Non-Solver,27
AZOAQIDF3IYEL,CR_Conf,28,Female,Right,Graduate Degree,1 hour,7,61-70%,51-60%,61-70%,61-70%,51-60%,61-70%,81-90%,61-70%,51-60%,81-90%,51-60%,Solver,27
AZOV5QBQK3B8L,CR_Conf,34,Male,Right,Graduate Degree,Infinity,10,11-20%,0-10%,11-20%,41-50%,21-30%,31-40%,61-70%,51-60%,71-80%,81-90%,91-100%,Non-Solver,27
A1GL4CFP7ZW55X,CR_Conf,38,Male,Right,College,1000 minutes,8,0-10%,11-20%,21-30%,21-30%,21-30%,21-30%,21-30%,21-30%,11-20%,21-30%,21-30%,Non-Solver,27
A1GOI5NKPQJ591,CR_Conf,28,Female,Right,College,Infinity,8,61-70%,11-20%,21-30%,31-40%,41-50%,51-60%,61-70%,71-80%,81-90%,91-100%,91-100%,Non-Solver,27
A1GUGCOS9HM63C,CR_Conf,27,Male,Right,Graduate Degree,1000 minutes,9,71-80%,71-80%,61-70%,71-80%,81-90%,71-80%,61-70%,81-90%,71-80%,81-90%,71-80%,Non-Solver,27
A1GV0URJLXH6J8,CR_Conf,56,Male,Right,College,1 hour,7,21-30%,51-60%,41-50%,31-40%,51-60%,51-60%,41-50%,51-60%,61-70%,51-60%,51-60%,Solver,27
A1H1TKK54YG94Q,CR_Conf,43,Male,Right,College,1000 hours,3,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,21-30%,21-30%,11-20%,0-10%,Non-Solver,27
A1H72Y9Z5NJXDS,CR_Conf,39,Female,Right,High School/GED,2000 hours,4,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,0-10%,0-10%,0-10%,Non-Solver,27
A1H95YJACRLB53,CR_Conf,28,Male,Right,Graduate Degree,1000 minutes,6,31-40%,41-50%,51-60%,31-40%,41-50%,41-50%,51-60%,41-50%,31-40%,41-50%,31-40%,Non-Solver,27
A1HH3ZNP1JP6KP,CR_Conf,43,Female,Right,Graduate Degree,Infinity,8,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,21-30%,31-40%,41-50%,51-60%,Non-Solver,27
A1HJ8WQ4SEKGTP,CR_Conf,33,Female,Right,College,1 hour,1,0-10%,0-10%,11-20%,21-30%,31-40%,41-50%,81-90%,61-70%,51-60%,81-90%,91-100%,Solver,27
