,Answer,Problem,group_number,Class,SD,AvgPSAR,AvgPSS,AvgPSNS,PSDAR,PSDS,PSDNS,AvgCS,AvgB,AvgPS,AvgConf,AvgDiff,cluster,pred,probas
498,1 minute,CR_Conf,56,0,0.0625,0.25625,0.65,0.22999999999999995,-0.19375,-0.5875,-0.16749999999999995,2.2261443303874544,0.33708593750000004,0.55,0.95,,0,0,0.06131974944366975
499,1000 minutes,CR_Conf,56,0,0.0,0.28125,0.0,0.28125,-0.28125,0.0,-0.28125,0.0,0.0,0.0,0.0,,0,0,0.008918895679615893
500,1 hour,CR_Conf,56,1,0.21875,0.365625,0.6714285714285716,0.28,-0.14687499999999998,-0.4526785714285716,-0.06124999999999998,1.4591090518382621,0.2203180803571429,0.5285714285714286,0.6142857142857142,,0,0,0.36816957218350393
501,1000 hours,CR_Conf,56,0,0.09375,0.375,0.4666666666666667,0.3655172413793103,-0.28125,-0.3729166666666667,-0.2717672413793103,0.5878120987213067,0.043919270833333336,0.4,0.3666666666666667,,0,0,0.0692996106570529
502,2000 hours,CR_Conf,56,0,0.0625,0.31875000000000003,0.15000000000000002,0.33,-0.25625000000000003,-0.08750000000000002,-0.2675,0.7018099313141429,0.07658593749999999,0.1,0.65,,0,0,0.0780901526954871
503,1000000 hours,CR_Conf,56,0,0.0625,0.3250000000000001,0.55,0.3099999999999999,-0.2625000000000001,-0.4875,-0.2474999999999999,1.5948874173477183,0.2437734375,0.35,0.6,,0,0,0.06845913074888453
504,Infinity,CR_Conf,56,0,0.25,0.43125,0.375,0.45,-0.18125,-0.125,-0.2,0.43459923762286107,0.0301328125,0.2875,0.55,,0,0,0.0942031938960451
505,There is no way to know without additional information,CR_Conf,56,0,0.25,0.459375,0.5125,0.44166666666666665,-0.209375,-0.2625,-0.19166666666666665,0.36325633811898544,0.0289921875,0.3375,0.625,,0,0,0.10051691526056195
506,28,Frog,57,1,0.5,0.37333333333333335,0.6366666666666667,0.11000000000000004,0.12666666666666665,-0.13666666666666671,0.39,0.18925748636393314,0.03926666666666668,0.6,0.8466666666666668,0.5133333333333334,0,1,0.6547810628982209
507,29,Frog,57,0,0.1,0.14999999999999994,0.5,0.11111111111111112,-0.04999999999999996,-0.4,-0.011111111111111129,0.4764102564102564,0.10233333333333333,0.5833333333333334,0.6999999999999998,0.6666666666666666,0,0,0.04679501320931333
508,30,Frog,57,0,0.4,0.335,0.5375,0.2,0.06500000000000006,-0.13749999999999996,0.20000000000000004,0.2718400907371496,0.051583333333333335,0.7000000000000001,0.8250000000000001,0.4749999999999999,0,1,0.6194962975864395
509,31,Frog,57,0,0.0,0.09166666666666663,0.0,0.09166666666666663,-0.09166666666666663,0.0,-0.09166666666666663,0.0,0.0,0.0,0.0,0.0,0,0,0.011927187636659665
510,32,Frog,57,0,0.0,0.05000000000000002,0.0,0.05000000000000002,-0.05000000000000002,0.0,-0.05000000000000002,0.0,0.0,0.0,0.0,0.0,0,0,0.01310833771018954
511,28,Frog,58,1,0.5,0.26666666666666666,0.4566666666666667,0.07666666666666667,0.2333333333333333,0.04333333333333328,0.4233333333333333,0.14049503004508165,0.027755555555555558,0.43,0.7533333333333334,0.4133333333333333,0,1,0.900162977946894
512,29,Frog,58,0,0.06666666666666668,0.11999999999999998,0.35,0.10357142857142858,-0.053333333333333316,-0.2833333333333333,-0.03690476190476191,0.3566526610644258,0.06511111111111112,0.5,0.55,0.5,0,0,0.03380577221023026
513,30,Frog,58,0,0.3333333333333333,0.43,0.61,0.34,-0.09666666666666668,-0.2766666666666667,-0.006666666666666654,0.27215551783444986,0.06151111111111113,0.635,0.77,0.41,0,0,0.21361819391180834
514,31,Frog,58,0,0.1,0.14500000000000002,0.5333333333333333,0.10185185185185187,-0.04500000000000001,-0.43333333333333335,-0.0018518518518518684,0.4438672438672439,0.0928888888888889,0.65,0.5666666666666667,0.6333333333333334,0,0,0.0440955679705535
515,32,Frog,58,0,0.0,0.03833333333333334,0.0,0.03833333333333334,-0.03833333333333334,0.0,-0.03833333333333334,0.0,0.0,0.0,0.0,0.0,0,0,0.013365114475942352
516,28,Frog,59,1,0.40540540540540543,0.2510810810810811,0.45,0.11545454545454548,0.15432432432432436,-0.04459459459459458,0.28995085995085995,0.17301654807420605,0.033289359629900164,0.5399999999999999,0.78,0.4466666666666666,0,1,0.7745712111890016
517,29,Frog,59,0,0.16216216216216214,0.23459459459459456,0.63,0.15806451612903225,-0.07243243243243241,-0.4678378378378378,0.004097646033129926,0.3503865248169431,0.08797296323350377,0.7166666666666667,0.8333333333333334,0.3499999999999999,0,0,0.07993845669498957
518,30,Frog,59,0,0.35135135135135137,0.3413513513513514,0.5884615384615384,0.2075,0.009999999999999952,-0.23711018711018697,0.14385135135135135,0.23839227985795264,0.047446254986795534,0.7,0.7230769230769233,0.3692307692307692,0,0,0.3032584064164334
519,31,Frog,59,0,0.08108108108108109,0.1,0.3,0.0823529411764706,-0.01891891891891892,-0.2189189189189189,-0.0012718600953895154,0.287669697108411,0.04737764791818847,0.5,0.8666666666666667,0.4666666666666667,0,0,0.18361976738764624
520,32,Frog,59,0,0.0,0.07297297297297296,0.0,0.07297297297297296,-0.07297297297297296,0.0,-0.07297297297297296,0.0,0.0,0.0,0.0,0.0,0,0,0.012334043476482846
521,"BFRP, AUIE, GNDC",LettersDice,60,0,0.2333333333333333,0.18,0.3857142857142857,0.11739130434782608,0.053333333333333344,-0.1523809523809524,0.11594202898550725,0.33971169399343965,0.059431216931216925,0.4214285714285714,0.4,0.44285714285714295,0,0,0.2066659985445985
522,"BFGP, AUIE, RNDC",LettersDice,60,0,0.0,0.08833333333333335,0.0,0.08833333333333335,-0.08833333333333335,0.0,-0.08833333333333335,0.0,0.0,0.0,0.0,0.0,0,0,0.012298433923792016
523,"AERP, BGCD, FUIN",LettersDice,60,0,0.1,0.10166666666666667,0.2833333333333333,0.08148148148148149,-0.0016666666666666635,-0.18333333333333326,0.018518518518518517,0.3082864994796239,0.0475925925925926,0.25,0.4,0.6666666666666666,0,0,0.05084635708212171
524,"CNRP, AGDS, EIOT",LettersDice,60,0,0.06666666666666668,0.09666666666666666,0.25,0.08571428571428573,-0.03,-0.18333333333333332,-0.01904761904761905,0.3339345973125192,0.046574074074074066,0.45,0.25,0.55,0,0,0.024855224047287832
525,"BNPR, ACDF, EIUG",LettersDice,60,1,0.5666666666666667,0.405,0.6088235294117648,0.13846153846153844,0.16166666666666665,-0.04215686274509811,0.4282051282051281,0.1499816076844434,0.01596949891067538,0.6176470588235294,0.8529411764705882,0.33529411764705885,0,1,0.7703698336601399
526,"ANPR, BCDF, EIUG",LettersDice,60,0,0.03333333333333333,0.12833333333333333,1.0,0.0982758620689655,-0.095,-0.9666666666666668,-0.06494252873563218,0.935483870967742,0.2207407407407407,1.0,1.0,0.1,0,0,0.03996782687165825
527,"BFRP, AUIE, GNDC",LettersDice,61,0,0.26666666666666666,0.18166666666666667,0.30000000000000004,0.13863636363636364,0.08499999999999999,-0.03333333333333338,0.12803030303030302,0.2235493407334202,0.026365740740740745,0.38125,0.4125,0.625,0,0,0.2037829159867625
528,"BFGP, AUIE, RNDC",LettersDice,61,0,0.06666666666666668,0.13666666666666666,0.25,0.12857142857142856,-0.06999999999999999,-0.18333333333333332,-0.061904761904761886,0.2385080850522027,0.0287962962962963,0.4,0.3,0.8,0,0,0.02279174572561351
529,"AERP, BGCD, FUIN",LettersDice,61,0,0.0,0.12999999999999998,0.0,0.12999999999999998,-0.12999999999999998,0.0,-0.12999999999999998,0.0,0.0,0.0,0.0,0.0,0,0,0.011260293032676519
530,"CNRP, AGDS, EIOT",LettersDice,61,0,0.1,0.12666666666666665,0.31666666666666665,0.10555555555555554,-0.026666666666666644,-0.21666666666666665,-0.005555555555555536,0.2612893984240733,0.03398148148148149,0.21666666666666665,0.4000000000000001,0.7999999999999999,0,0,0.046355304575517085
531,"BNPR, ACDF, EIUG",LettersDice,61,1,0.43333333333333335,0.3033333333333334,0.5153846153846154,0.1411764705882353,0.12999999999999995,-0.08205128205128209,0.2921568627450981,0.16140215860995294,0.01900997150997151,0.576923076923077,0.7538461538461539,0.4230769230769231,0,1,0.780329610363618
532,"ANPR, BCDF, EIUG",LettersDice,61,0,0.13333333333333333,0.12166666666666665,0.2,0.1096153846153846,0.011666666666666686,-0.06666666666666668,0.02371794871794872,0.2390462235095332,0.02789351851851852,0.2875,0.275,0.85,0,0,0.0483917427326787
533,"BFRP, AUIE, GNDC",LettersDice,62,0,0.14705882352941174,0.18382352941176472,0.39,0.14827586206896556,-0.03676470588235295,-0.24294117647058824,-0.0012170385395537664,0.2967825206526817,0.054491637831603226,0.53,0.72,0.6799999999999999,0,0,0.06899509962773638
534,"BFGP, AUIE, RNDC",LettersDice,62,0,0.029411764705882356,0.1176470588235294,0.3,0.11212121212121212,-0.08823529411764705,-0.27058823529411763,-0.08270944741532976,0.24004010995290065,0.03742791234140715,0.15,0.4,0.8,0,0,0.027244563806405903
535,"AERP, BGCD, FUIN",LettersDice,62,0,0.1176470588235294,0.11470588235294114,0.225,0.1,0.002941176470588239,-0.10735294117647057,0.01764705882352942,0.2068258551004872,0.03497693194925028,0.1875,0.225,0.95,0,0,0.03813143079892285
536,"CNRP, AGDS, EIOT",LettersDice,62,0,0.08823529411764706,0.11911764705882352,0.3666666666666667,0.09516129032258062,-0.030882352941176455,-0.2784313725490196,-0.00692599620493356,0.3040101673506738,0.05528738946559016,0.3166666666666667,0.6,0.5,0,0,0.047418311417079174
537,"BNPR, ACDF, EIUG",LettersDice,62,1,0.5588235294117647,0.33235294117647063,0.4894736842105263,0.13333333333333333,0.2264705882352941,0.06934984520123844,0.4254901960784314,0.14349939695191768,0.017626570752139862,0.4763157894736842,0.8210526315789474,0.5210526315789474,0,1,0.9152974452034115
538,"ANPR, BCDF, EIUG",LettersDice,62,0,0.05882352941176471,0.11911764705882352,0.2,0.1140625,-0.060294117647058824,-0.1411764705882353,-0.055238970588235285,0.2327333099261065,0.034805363321799315,0.35,0.2,0.7,0,0,0.020930258802512557
539,1,MagicPotion,63,0,0.06451612903225806,0.0935483870967742,0.275,0.0810344827586207,-0.02903225806451615,-0.210483870967742,-0.016518353726362636,0.5829848926015055,0.0606009365244537,0.35,0.6,0.1,0,0,0.11486275154377372
540,2,MagicPotion,63,0,0.0,0.06612903225806452,0.0,0.06612903225806452,-0.06612903225806452,0.0,-0.06612903225806452,0.0,0.0,0.0,0.0,0.0,0,0,0.013008603014631725
541,3,MagicPotion,63,1,0.12903225806451613,0.09516129032258064,0.325,0.06111111111111112,0.033870967741935466,-0.19596774193548389,0.06792114695340501,0.20631566770464455,0.025409404266389175,0.325,0.775,0.6499999999999999,0,0,0.3362726255831983
542,4,MagicPotion,63,0,0.16129032258064516,0.12741935483870967,0.24000000000000005,0.10576923076923077,0.03387096774193549,-0.07870967741935489,0.05552109181141439,0.2418244645857092,0.024217872008324662,0.38,0.34,0.82,0,0,0.05460166841133468
543,8,MagicPotion,63,0,0.6129032258064516,0.4354838709677419,0.5552631578947368,0.24583333333333335,0.1774193548387097,0.057640067911714825,0.3670698924731183,0.2346077540549883,0.016845630921737225,0.5394736842105263,0.6157894736842104,0.3842105263157895,0,0,0.4528380631808801
544,10,MagicPotion,63,0,0.03225806451612903,0.06612903225806452,0.3,0.058333333333333334,-0.03387096774193549,-0.2677419354838709,-0.02607526881720431,0.5238329459136444,0.052092872008324666,0.1,0.3,0.9,0,0,0.05012410741047831
545,16,MagicPotion,63,0,0.0,0.0661290322580645,0.0,0.0661290322580645,-0.0661290322580645,0.0,-0.0661290322580645,0.0,0.0,0.0,0.0,0.0,0,0,0.013008603014631725
546,60,MagicPotion,63,0,0.0,0.05,0.0,0.05,-0.05,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0,0,0.012791831587755226
547,1,MagicPotion,64,0,0.3225806451612903,0.19677419354838704,0.45,0.07619047619047621,0.12580645161290327,-0.1274193548387097,0.2463901689708141,0.1920020941618319,0.019630788241415197,0.61,0.6199999999999999,0.4,0,1,0.5021851272177343
548,2,MagicPotion,64,0,0.0,0.06290322580645161,0.0,0.06290322580645161,-0.06290322580645161,0.0,-0.06290322580645161,0.0,0.0,0.0,0.0,0.0,0,0,0.011313566911102383
549,3,MagicPotion,64,1,0.03225806451612903,0.0661290322580645,0.1,0.065,-0.033870967741935466,-0.06774193548387097,-0.03274193548387097,0.4028802056299664,0.03168119146722164,0.3,0.1,0.8,0,0,0.018571668171313976
550,4,MagicPotion,64,0,0.06451612903225806,0.1403225806451613,0.35000000000000003,0.12586206896551724,-0.07580645161290323,-0.285483870967742,-0.06134593993325917,0.3785482860273173,0.04239691727367325,0.35,0.3,0.7,0,0,0.022476360853494654
551,8,MagicPotion,64,0,0.5483870967741935,0.4403225806451613,0.5764705882352942,0.275,0.10806451612903216,-0.028083491461100674,0.2733870967741935,0.25335148779272,0.020185698108587863,0.5441176470588235,0.5176470588235295,0.4411764705882353,0,0,0.3664524981235184
552,10,MagicPotion,64,0,0.0,0.04193548387096775,0.0,0.04193548387096775,-0.04193548387096775,0.0,-0.04193548387096775,0.0,0.0,0.0,0.0,0.0,0,0,0.011832856723002246
553,16,MagicPotion,64,0,0.0,0.030645161290322583,0.0,0.030645161290322583,-0.030645161290322583,0.0,-0.030645161290322583,0.0,0.0,0.0,0.0,0.0,0,0,0.01211974062499408
554,60,MagicPotion,64,0,0.03225806451612903,0.020967741935483872,0.15,0.016666666666666666,0.011290322580645159,-0.11774193548387095,0.015591397849462363,0.5355068917346028,0.04656022372528616,0.25,0.1,0.7,0,0,0.03681973582506502
555,1,MagicPotion,65,0,0.2903225806451613,0.20483870967741932,0.5722222222222222,0.054545454545454536,0.08548387096774196,-0.2818996415770609,0.2357771260997068,0.2720636864226302,0.03426848479593017,0.5277777777777778,0.7555555555555555,0.4,0,1,0.5127321421491456
556,2,MagicPotion,65,0,0.03225806451612903,0.056451612903225826,0.1,0.05500000000000002,-0.024193548387096787,-0.06774193548387097,-0.022741935483870983,0.2442716586230499,0.017059703433922997,0.1,1.0,0.1,0,0,0.10223794092315286
557,3,MagicPotion,65,1,0.03225806451612903,0.05967741935483871,0.2,0.055000000000000014,-0.02741935483870968,-0.16774193548387098,-0.022741935483870976,0.3805249851714285,0.027704864724245576,0.2,0.6,0.9,0,0,0.139730331827232
558,4,MagicPotion,65,0,0.06451612903225806,0.11129032258064518,0.30000000000000004,0.09827586206896552,-0.04677419354838712,-0.235483870967742,-0.033759733036707464,0.2592553289423126,0.019932687304890742,0.425,0.55,0.6499999999999999,0,0,0.03874380540701446
559,8,MagicPotion,65,0,0.4838709677419355,0.4161290322580645,0.5866666666666666,0.25625000000000003,0.06774193548387103,-0.10279569892473106,0.22762096774193544,0.22366179159232705,0.020194784079084285,0.66,0.6866666666666668,0.4066666666666666,0,0,0.3296364214336403
560,10,MagicPotion,65,0,0.06451612903225806,0.05645161290322581,0.35,0.03620689655172415,0.008064516129032251,-0.2854838709677419,0.02830923248053392,0.279677684299937,0.029237122788761706,0.07500000000000001,0.2,0.95,0,0,0.03559924920575919
561,16,MagicPotion,65,0,0.03225806451612903,0.05645161290322581,0.5,0.04166666666666666,-0.02419354838709678,-0.46774193548387105,-0.009408602150537631,0.4167346677016093,0.0388338969823101,0.65,1.0,0.1,0,0,0.05779540927310348
562,60,MagicPotion,65,0,0.0,0.024193548387096774,0.0,0.024193548387096774,-0.024193548387096774,0.0,-0.024193548387096774,0.0,0.0,0.0,0.0,0.0,0,0,0.013379565614700911
563,1,MagicPotion,66,0,0.1935483870967742,0.16774193548387098,0.5083333333333333,0.08600000000000002,0.02580645161290321,-0.3147849462365591,0.10754838709677417,0.4392918965311229,0.05070922216441207,0.525,0.7666666666666666,0.16666666666666666,0,0,0.1761663015887896
564,2,MagicPotion,66,0,0.0,0.06451612903225806,0.0,0.06451612903225806,-0.06451612903225806,0.0,-0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0,0,0.012493364122500347
565,3,MagicPotion,66,1,0.0967741935483871,0.08548387096774193,0.3666666666666667,0.05535714285714286,0.011290322580645162,-0.2698924731182796,0.04141705069124423,0.2646907975030409,0.027137313562261532,0.3666666666666667,0.8333333333333334,0.5666666666666667,0,0,0.4823632946380182
566,4,MagicPotion,66,0,0.16129032258064516,0.10967741935483873,0.24000000000000005,0.08461538461538462,0.05161290322580643,-0.07870967741935489,0.07667493796526054,0.22436912995783329,0.018247528616024977,0.38,0.34,0.82,0,0,0.0717619166487862
567,8,MagicPotion,66,0,0.5161290322580645,0.4064516129032258,0.575,0.2266666666666667,0.10967741935483873,-0.05887096774193545,0.2894623655913978,0.2509439432112156,0.018506601196670136,0.54375,0.65,0.36875,0,0,0.3992213159804763
568,10,MagicPotion,66,0,0.03225806451612903,0.06290322580645161,0.3,0.055,-0.030645161290322576,-0.2677419354838709,-0.02274193548387097,0.4352170505277561,0.03805801248699272,0.1,0.3,0.9,0,0,0.047857793525689654
569,16,MagicPotion,66,0,0.0,0.06290322580645162,0.0,0.06290322580645162,-0.06290322580645162,0.0,-0.06290322580645162,0.0,0.0,0.0,0.0,0.0,0,0,0.01253586975596568
570,60,MagicPotion,66,0,0.0,0.04032258064516129,0.0,0.04032258064516129,-0.04032258064516129,0.0,-0.04032258064516129,0.0,0.0,0.0,0.0,0.0,0,0,0.013163896169739031
571,1,MagicPotion,67,0,0.2258064516129032,0.15161290322580645,0.4928571428571429,0.052083333333333336,0.07419354838709677,-0.26705069124423964,0.17372311827956988,0.2555080250445738,0.03122249888508993,0.5071428571428572,0.7142857142857143,0.4428571428571428,0,0,0.2718778716722161
572,2,MagicPotion,67,0,0.03225806451612903,0.06129032258064517,0.1,0.06000000000000001,-0.029032258064516137,-0.06774193548387097,-0.02774193548387098,0.20187275290635767,0.013287591050988552,0.1,1.0,0.1,0,0,0.09834948975576355
573,3,MagicPotion,67,1,0.06451612903225806,0.06774193548387096,0.2,0.05862068965517243,-0.0032258064516128976,-0.13548387096774195,0.005895439377085643,0.3275769042280557,0.02352952653485952,0.2,0.6,0.9,0,0,0.24876770951905902
574,4,MagicPotion,67,0,0.06451612903225806,0.1241935483870968,0.30000000000000004,0.11206896551724138,-0.05967741935483872,-0.235483870967742,-0.04755283648498332,0.2186114236570093,0.01656380072840791,0.425,0.55,0.6499999999999999,0,0,0.03282143458454562
575,8,MagicPotion,67,0,0.5161290322580645,0.4370967741935483,0.578125,0.2866666666666667,0.07903225806451619,-0.0619959677419355,0.22946236559139785,0.19866633964196956,0.016119622300988554,0.625,0.6499999999999999,0.425,0,0,0.3625914616184652
576,10,MagicPotion,67,0,0.06451612903225806,0.058064516129032274,0.35,0.037931034482758634,0.006451612903225795,-0.2854838709677419,0.026585094549499432,0.25529967149019783,0.02848920395421436,0.07500000000000001,0.2,0.95,0,0,0.029369780076537167
577,16,MagicPotion,67,0,0.03225806451612903,0.053225806451612914,0.5,0.03833333333333334,-0.020967741935483883,-0.46774193548387105,-0.006075268817204306,0.4022545756656599,0.035465010405827266,0.65,1.0,0.1,0,0,0.07049271071788413
578,60,MagicPotion,67,0,0.0,0.03225806451612903,0.0,0.03225806451612903,-0.03225806451612903,0.0,-0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0,0,0.01722927668054438
579,1,MagicPotion,68,0,0.1935483870967742,0.16774193548387098,0.5083333333333333,0.086,0.02580645161290321,-0.3147849462365591,0.1075483870967742,0.4412778700625217,0.049183034165799513,0.525,0.7666666666666666,0.16666666666666666,0,0,0.1462912828956552
580,2,MagicPotion,68,0,0.0,0.0661290322580645,0.0,0.0661290322580645,-0.0661290322580645,0.0,-0.0661290322580645,0.0,0.0,0.0,0.0,0.0,0,0,0.013207526616079207
581,3,MagicPotion,68,1,0.0967741935483871,0.08709677419354839,0.3666666666666667,0.05714285714285715,0.009677419354838708,-0.2698924731182796,0.039631336405529946,0.2462881489808793,0.024132630939993058,0.3666666666666667,0.8333333333333334,0.5666666666666667,0,0,0.44953420133731453
582,4,MagicPotion,68,0,0.1935483870967742,0.12096774193548387,0.26666666666666666,0.08600000000000002,0.07258064516129031,-0.07311827956989247,0.10754838709677417,0.2047791968971874,0.01536246964967048,0.38333333333333336,0.4000000000000001,0.7833333333333332,0,0,0.0945169227740712
583,8,MagicPotion,68,0,0.4838709677419355,0.4032258064516129,0.5833333333333334,0.234375,0.08064516129032262,-0.09946236559139787,0.24949596774193555,0.2626255747790729,0.020437738466874786,0.5733333333333335,0.6866666666666668,0.3466666666666666,0,0,0.35051094477883515
584,10,MagicPotion,68,0,0.03225806451612903,0.061290322580645165,0.3,0.05333333333333334,-0.029032258064516123,-0.2677419354838709,-0.021075268817204302,0.4338761403769705,0.035859781477627466,0.1,0.3,0.9,0,0,0.04331076388484132
585,16,MagicPotion,68,0,0.0,0.06129032258064517,0.0,0.06129032258064517,-0.06129032258064517,0.0,-0.06129032258064517,0.0,0.0,0.0,0.0,0.0,0,0,0.01254310473616584
586,60,MagicPotion,68,0,0.0,0.03225806451612903,0.0,0.03225806451612903,-0.03225806451612903,0.0,-0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0,0,0.01723791567550311
587,1,MagicPotion,69,0,0.2258064516129032,0.14838709677419354,0.4928571428571429,0.04791666666666666,0.07741935483870965,-0.26705069124423964,0.17788978494623656,0.2637631814483234,0.029916195926861906,0.5071428571428572,0.7142857142857143,0.4428571428571428,0,0,0.2707922966252072
588,2,MagicPotion,69,0,0.03225806451612903,0.06290322580645162,0.1,0.061666666666666675,-0.030645161290322586,-0.06774193548387097,-0.029408602150537644,0.2257973355111452,0.014055020811654526,0.1,1.0,0.1,0,0,0.09185670310144847
589,3,MagicPotion,69,1,0.12903225806451613,0.07580645161290323,0.2,0.057407407407407414,0.0532258064516129,-0.07096774193548389,0.07162485065710872,0.32909548201355143,0.023087278876170656,0.2,0.6,0.9,0,0,0.4569781231262492
590,4,MagicPotion,69,0,0.03225806451612903,0.13225806451612898,0.2,0.13,-0.09999999999999998,-0.16774193548387098,-0.09774193548387096,0.19679020812430612,0.01113163371488033,0.45,0.4,0.7,0,0,0.02229569747591179
591,8,MagicPotion,69,0,0.4838709677419355,0.4338709677419354,0.5866666666666666,0.290625,0.0500000000000001,-0.10279569892473106,0.19324596774193548,0.22747184448254415,0.01831913371488033,0.66,0.6866666666666668,0.4066666666666666,0,0,0.32042371912189865
592,10,MagicPotion,69,0,0.06451612903225806,0.05645161290322581,0.35,0.03620689655172414,0.008064516129032251,-0.2854838709677419,0.02830923248053392,0.24020893798210946,0.025627601456815814,0.07500000000000001,0.2,0.95,0,0,0.040081336428514656
593,16,MagicPotion,69,0,0.03225806451612903,0.05161290322580645,0.5,0.03666666666666667,-0.01935483870967742,-0.46774193548387105,-0.004408602150537636,0.4167346677016093,0.03623244016649324,0.65,1.0,0.1,0,0,0.06892502641034402
594,60,MagicPotion,69,0,0.0,0.024193548387096774,0.0,0.024193548387096774,-0.024193548387096774,0.0,-0.024193548387096774,0.0,0.0,0.0,0.0,0.0,0,0,0.015179707456516024
595,1,MagicPotion,70,0,0.1935483870967742,0.1629032258064516,0.5083333333333333,0.08,0.030645161290322576,-0.3147849462365591,0.1135483870967742,0.4412778700625217,0.049183034165799513,0.525,0.7666666666666666,0.16666666666666666,0,0,0.15370607983539428
596,2,MagicPotion,70,0,0.0,0.0661290322580645,0.0,0.0661290322580645,-0.0661290322580645,0.0,-0.0661290322580645,0.0,0.0,0.0,0.0,0.0,0,0,0.013616906137587984
597,3,MagicPotion,70,1,0.0967741935483871,0.08548387096774193,0.3666666666666667,0.05535714285714286,0.011290322580645162,-0.2698924731182796,0.04141705069124423,0.2462881489808793,0.024132630939993058,0.3666666666666667,0.8333333333333334,0.5666666666666667,0,1,0.5003969812552759
598,4,MagicPotion,70,0,0.1935483870967742,0.11774193548387098,0.26666666666666666,0.08199999999999999,0.07580645161290321,-0.07311827956989247,0.1115483870967742,0.2047791968971874,0.01536246964967048,0.38333333333333336,0.4000000000000001,0.7833333333333332,0,0,0.08791288095490546
599,8,MagicPotion,70,0,0.4838709677419355,0.4064516129032258,0.59,0.234375,0.07741935483870971,-0.10612903225806447,0.24949596774193555,0.275202554883598,0.021128598681928547,0.56,0.6666666666666667,0.3733333333333333,0,0,0.3573127601301481
600,10,MagicPotion,70,0,0.03225806451612903,0.0596774193548387,0.3,0.05166666666666666,-0.027419354838709668,-0.2677419354838709,-0.019408602150537628,0.4338761403769705,0.035859781477627466,0.1,0.3,0.9,0,0,0.041163902516357896
601,16,MagicPotion,70,0,0.0,0.061290322580645165,0.0,0.061290322580645165,-0.061290322580645165,0.0,-0.061290322580645165,0.0,0.0,0.0,0.0,0.0,0,0,0.012570967301428404
602,60,MagicPotion,70,0,0.0,0.04032258064516129,0.0,0.04032258064516129,-0.04032258064516129,0.0,-0.04032258064516129,0.0,0.0,0.0,0.0,0.0,0,0,0.013140032599010193
603,1,MagicPotion,71,0,0.2258064516129032,0.14193548387096774,0.4928571428571429,0.03958333333333333,0.08387096774193548,-0.26705069124423964,0.1862231182795699,0.26811822659193363,0.027883343243645012,0.5071428571428572,0.7142857142857143,0.4428571428571428,0,0,0.2701830566497495
604,2,MagicPotion,71,0,0.03225806451612903,0.06935483870967743,0.1,0.06833333333333334,-0.0370967741935484,-0.06774193548387097,-0.03607526881720431,0.2351126454629657,0.01421110822060354,0.1,1.0,0.1,0,0,0.08368460623200713
605,3,MagicPotion,71,1,0.1935483870967742,0.0870967741935484,0.2,0.06,0.1064516129032258,-0.006451612903225795,0.1335483870967742,0.3138751080784681,0.020824011446409985,0.2,0.6,0.9,0,1,0.5090045335817237
606,4,MagicPotion,71,0,0.03225806451612903,0.14838709677419354,0.2,0.14666666666666664,-0.11612903225806452,-0.16774193548387098,-0.1144086021505376,0.20978208483737007,0.012094172736732571,0.45,0.4,0.7,0,0,0.021590490042075174
607,8,MagicPotion,71,0,0.41935483870967744,0.4290322580645161,0.6115384615384615,0.2972222222222222,-0.009677419354838623,-0.19218362282878404,0.1221326164874552,0.2571338317965793,0.023084402265268547,0.6846153846153846,0.7307692307692307,0.4,0,0,0.29023824335890547
608,10,MagicPotion,71,0,0.06451612903225806,0.05161290322580645,0.35,0.03103448275862069,0.012903225806451613,-0.2854838709677419,0.033481646273637374,0.22881148069440715,0.022154656607700315,0.07500000000000001,0.2,0.95,0,0,0.04972958124266561
609,16,MagicPotion,71,0,0.03225806451612903,0.04032258064516129,0.5,0.025,-0.008064516129032258,-0.46774193548387105,0.00725806451612903,0.44891861994477694,0.038807882414151916,0.65,1.0,0.1,0,0,0.0712131166116135
610,60,MagicPotion,71,0,0.0,0.017741935483870968,0.0,0.017741935483870968,-0.017741935483870968,0.0,-0.017741935483870968,0.0,0.0,0.0,0.0,0.0,0,0,0.013441606013367574
611,1,MagicPotion,72,0,0.1111111111111111,0.1027777777777778,0.28750000000000003,0.0796875,0.00833333333333332,-0.17638888888888893,0.03142361111111111,0.3804689826128024,0.03330825617283952,0.325,0.7000000000000001,0.2,0,0,0.13441038631953825
612,2,MagicPotion,72,0,0.0,0.059722222222222225,0.0,0.059722222222222225,-0.059722222222222225,0.0,-0.059722222222222225,0.0,0.0,0.0,0.0,0.0,0,0,0.012467824345954706
613,3,MagicPotion,72,1,0.1388888888888889,0.08888888888888889,0.3,0.05483870967741937,0.05,-0.1611111111111111,0.08405017921146953,0.1974345612010905,0.01961728395061729,0.3,0.74,0.7,0,0,0.3880482693917834
614,4,MagicPotion,72,0,0.16666666666666666,0.12916666666666665,0.23333333333333334,0.10833333333333332,0.037500000000000006,-0.06666666666666671,0.05833333333333333,0.21201944811172246,0.017364969135802467,0.3916666666666666,0.35000000000000003,0.7999999999999999,0,0,0.0596221347195232
